truth,temporal_asymmetry,initial_m,final_m,regime_code,regime
-0.54,0.6000000000000001,0.6,0.8963433719060424,1,self_fulfilling
-0.54,0.6199999999999999,0.6,0.8963435623996223,1,self_fulfilling
-0.54,0.6399999999999999,0.6,0.8963437035203654,1,self_fulfilling
-0.54,0.6599999999999999,0.6,0.896343808064979,1,self_fulfilling
-0.54,0.6799999999999999,0.6,0.8963438855134218,1,self_fulfilling
-0.54,0.7,0.6,0.8963439428885779,1,self_fulfilling
-0.54,0.72,0.6,0.8963439853931051,1,self_fulfilling
-0.54,0.74,0.6,0.8963440168812149,1,self_fulfilling
-0.54,0.76,0.6,0.8963440402081702,1,self_fulfilling
-0.54,0.78,0.6,0.8963440574891981,1,self_fulfilling
-0.54,0.8,0.6,0.8963440702912955,1,self_fulfilling
-0.52,-0.8,0.6,-0.9231210297594418,0,neutral
-0.52,-0.78,0.6,-0.9231210214658051,0,neutral
-0.52,-0.76,0.6,-0.9231210102705647,0,neutral
-0.52,-0.74,0.6,-0.9231209951585672,0,neutral
-0.52,-0.7200000000000001,0.6,-0.9231209747594978,0,neutral
-0.52,-0.7000000000000001,0.6,-0.9231209472236226,0,neutral
-0.52,-0.68,0.6,-0.9231209100540573,0,neutral
-0.52,-0.66,0.6,-0.9231208598803528,0,neutral
-0.52,-0.64,0.6,-0.9231207921528642,0,neutral
-0.52,-0.6200000000000001,0.6,-0.9231207007301869,0,neutral
-0.52,-0.6000000000000001,0.6,-0.923120577322243,0,neutral
-0.52,-0.5800000000000001,0.6,-0.9231204107385096,0,neutral
-0.52,-0.56,0.6,-0.9231201858732003,0,neutral
-0.52,-0.54,0.6,-0.9231198823353438,0,neutral
-0.52,-0.52,0.6,-0.9231194725994737,0,neutral
-0.52,-0.5,0.6,-0.9231189195091246,0,neutral
-0.52,-0.48000000000000004,0.6,-0.9231181729065429,0,neutral
-0.52,-0.46,0.6,-0.9231171650826147,0,neutral
-0.52,-0.44000000000000006,0.6,-0.9231158046337136,0,neutral
-0.52,-0.42000000000000004,0.6,-0.9231139681671289,0,neutral
-0.52,-0.4,0.6,-0.9231114891005888,0,neutral
-0.52,-0.38000000000000006,0.6,-0.9231081425359451,0,neutral
-0.52,-0.36000000000000004,0.6,-0.9231036248275704,0,neutral
-0.52,-0.34,0.6,-0.9230975259784863,0,neutral
-0.52,-0.32000000000000006,0.6,-0.9230892923351115,0,neutral
-0.52,-0.30000000000000004,0.6,-0.923078176150336,0,neutral
-0.52,-0.28,0.6,-0.9230631673546742,0,neutral
-0.52,-0.26,0.6,-0.9230429011902979,0,neutral
-0.52,-0.24,0.6,-0.9230155330431448,0,neutral
-0.52,-0.22000000000000008,0.6,-0.9229785685943149,0,neutral
-0.52,-0.20000000000000007,0.6,-0.9229286329213326,0,neutral
-0.52,-0.18000000000000005,0.6,-0.9228611558376065,0,neutral
-0.52,-0.16000000000000003,0.6,-0.9227699416781769,0,neutral
-0.52,-0.14,0.6,-0.9226465785172384,0,neutral
-0.52,-0.12,0.6,0.8438645387823478,1,self_fulfilling
-0.52,-0.09999999999999998,0.6,0.8625546925349993,1,self_fulfilling
-0.52,-0.08000000000000007,0.6,0.8734309274796173,1,self_fulfilling
-0.52,-0.06000000000000005,0.6,0.8804139796968695,1,self_fulfilling
-0.52,-0.040000000000000036,0.6,0.88512735425983,1,self_fulfilling
-0.52,-0.020000000000000018,0.6,0.8884044516823201,1,self_fulfilling
-0.52,0.0,0.6,0.8907266599309651,1,self_fulfilling
-0.52,0.020000000000000018,0.6,0.8923933710373986,1,self_fulfilling
-0.52,0.039999999999999925,0.6,0.8936002401009158,1,self_fulfilling
-0.52,0.05999999999999994,0.6,0.8944796111644959,1,self_fulfilling
-0.52,0.07999999999999996,0.6,0.8951232253994256,1,self_fulfilling
-0.52,0.09999999999999998,0.6,0.8955958127796955,1,self_fulfilling
-0.52,0.12,0.6,0.8959436366377713,1,self_fulfilling
-0.52,0.14,0.6,0.8962000749419009,1,self_fulfilling
-0.52,0.15999999999999992,0.6,0.8963893763958598,1,self_fulfilling
-0.52,0.17999999999999994,0.6,0.8965292474145963,1,self_fulfilling
-0.52,0.19999999999999996,0.6,0.8966326659340569,1,self_fulfilling
-0.52,0.21999999999999997,0.6,0.8967091705977647,1,self_fulfilling
-0.52,0.24,0.6,0.8967657866120137,1,self_fulfilling
-0.52,0.26,0.6,0.8968076958992404,1,self_fulfilling
-0.52,0.28,0.6,0.8968387250379957,1,self_fulfilling
-0.52,0.30000000000000004,0.6,0.8968617021069862,1,self_fulfilling
-0.52,0.32000000000000006,0.6,0.8968787185187989,1,self_fulfilling
-0.52,0.3400000000000001,0.6,0.8968913216140336,1,self_fulfilling
-0.52,0.3599999999999999,0.6,0.8969006565858367,1,self_fulfilling
-0.52,0.3799999999999999,0.6,0.8969075712083135,1,self_fulfilling
-0.52,0.3999999999999999,0.6,0.8969126931957075,1,self_fulfilling
-0.52,0.41999999999999993,0.6,0.8969164873879134,1,self_fulfilling
-0.52,0.43999999999999995,0.6,0.8969192980468107,1,self_fulfilling
-0.52,0.45999999999999996,0.6,0.8969213801530151,1,self_fulfilling
-0.52,0.48,0.6,0.8969229225707125,1,self_fulfilling
-0.52,0.5,0.6,0.8969240651974171,1,self_fulfilling
-0.52,0.52,0.6,0.8969249116626924,1,self_fulfilling
-0.52,0.54,0.6,0.8969255387322339,1,self_fulfilling
-0.52,0.56,0.6,0.8969260032727381,1,self_fulfilling
-0.52,0.5800000000000001,0.6,0.8969263474105917,1,self_fulfilling
-0.52,0.6000000000000001,0.6,0.8969266023529681,1,self_fulfilling
-0.52,0.6199999999999999,0.6,0.8969267912182582,1,self_fulfilling
-0.52,0.6399999999999999,0.6,0.8969269311327401,1,self_fulfilling
-0.52,0.6599999999999999,0.6,0.8969270347837367,1,self_fulfilling
-0.52,0.6799999999999999,0.6,0.8969271115701731,1,self_fulfilling
-0.52,0.7,0.6,0.8969271684549038,1,self_fulfilling
-0.52,0.72,0.6,0.8969272105961156,1,self_fulfilling
-0.52,0.74,0.6,0.8969272418150749,1,self_fulfilling
-0.52,0.76,0.6,0.8969272649426386,1,self_fulfilling
-0.52,0.78,0.6,0.896927282075954,1,self_fulfilling
-0.52,0.8,0.6,0.896927294768623,1,self_fulfilling
-0.5,-0.8,0.6,-0.9226866144886481,0,neutral
-0.5,-0.78,0.6,-0.9226866061297951,0,neutral
-0.5,-0.76,0.6,-0.9226865948465222,0,neutral
-0.5,-0.74,0.6,-0.9226865796156929,0,neutral
-0.5,-0.7200000000000001,0.6,-0.9226865590562174,0,neutral
-0.5,-0.7000000000000001,0.6,-0.9226865313038164,0,neutral
-0.5,-0.68,0.6,-0.9226864938419715,0,neutral
-0.5,-0.66,0.6,-0.9226864432737303,0,neutral
-0.5,-0.64,0.6,-0.9226863750136722,0,neutral
-0.5,-0.6200000000000001,0.6,-0.9226862828720992,0,neutral
-0.5,-0.6000000000000001,0.6,-0.9226861584937444,0,neutral
-0.5,-0.5800000000000001,0.6,-0.9226859906000878,0,neutral
-0.5,-0.56,0.6,-0.9226857639665568,0,neutral
-0.5,-0.54,0.6,-0.9226854580418312,0,neutral
-0.5,-0.52,0.6,-0.9226850450839901,0,neutral
-0.5,-0.5,0.6,-0.9226844876443717,0,neutral
-0.5,-0.48000000000000004,0.6,-0.9226837351707751,0,neutral
-0.5,-0.46,0.6,-0.922682719421595,0,neutral
-0.5,-0.44000000000000006,0.6,-0.9226813482743392,0,neutral
-0.5,-0.42000000000000004,0.6,-0.9226794973657874,0,neutral
-0.5,-0.4,0.6,-0.9226769988033566,0,neutral
-0.5,-0.38000000000000006,0.6,-0.9226736259196919,0,neutral
-0.5,-0.36000000000000004,0.6,-0.9226690726801239,0,neutral
-0.5,-0.34,0.6,-0.9226629258612349,0,neutral
-0.5,-0.32000000000000006,0.6,-0.9226546274513421,0,neutral
-0.5,-0.30000000000000004,0.6,-0.9226434238152924,0,neutral
-0.5,-0.28,0.6,-0.9226282969260489,0,neutral
-0.5,-0.26,0.6,-0.9226078712668363,0,neutral
-0.5,-0.24,0.6,-0.9225802876688131,0,neutral
-0.5,-0.22000000000000008,0.6,-0.9225430321082423,0,neutral
-0.5,-0.20000000000000007,0.6,-0.922492702957981,0,neutral
-0.5,-0.18000000000000005,0.6,-0.9224246937900465,0,neutral
-0.5,-0.16000000000000003,0.6,-0.9223327596633508,0,neutral
-0.5,-0.14,0.6,-0.9222084214834677,0,neutral
-0.5,-0.12,0.6,0.8451126858621204,1,self_fulfilling
-0.5,-0.09999999999999998,0.6,0.8635048045365632,1,self_fulfilling
-0.5,-0.08000000000000007,0.6,0.8742443626741168,1,self_fulfilling
-0.5,-0.06000000000000005,0.6,0.8811503040475482,1,self_fulfilling
-0.5,-0.040000000000000036,0.6,0.8858156159951973,1,self_fulfilling
-0.5,-0.020000000000000018,0.6,0.889061000392993,1,self_fulfilling
-0.5,0.0,0.6,0.891361524622545,1,self_fulfilling
-0.5,0.020000000000000018,0.6,0.8930130564043524,1,self_fulfilling
-0.5,0.039999999999999925,0.6,0.894209127531154,1,self_fulfilling
-0.5,0.05999999999999994,0.6,0.8950807306333869,1,self_fulfilling
-0.5,0.07999999999999996,0.6,0.8957187118669002,1,self_fulfilling
-0.5,0.09999999999999998,0.6,0.8961871909261276,1,self_fulfilling
-0.5,0.12,0.6,0.8965320059756291,1,self_fulfilling
-0.5,0.14,0.6,0.8967862340318752,1,self_fulfilling
-0.5,0.15999999999999992,0.6,0.8969739082481395,1,self_fulfilling
-0.5,0.17999999999999994,0.6,0.8971125793017174,1,self_fulfilling
-0.5,0.19999999999999996,0.6,0.897215111875427,1,self_fulfilling
-0.5,0.21999999999999997,0.6,0.8972909618582722,1,self_fulfilling
-0.5,0.24,0.6,0.897347093771884,1,self_fulfilling
-0.5,0.26,0.6,0.8973886449205105,1,self_fulfilling
-0.5,0.28,0.6,0.8974194090131223,1,self_fulfilling
-0.5,0.30000000000000004,0.6,0.8974421898787612,1,self_fulfilling
-0.5,0.32000000000000006,0.6,0.8974590610205047,1,self_fulfilling
-0.5,0.3400000000000001,0.6,0.8974715565414144,1,self_fulfilling
-0.5,0.3599999999999999,0.6,0.8974808118445441,1,self_fulfilling
-0.5,0.3799999999999999,0.6,0.8974876674603717,1,self_fulfilling
-0.5,0.3999999999999999,0.6,0.8974927457418921,1,self_fulfilling
-0.5,0.41999999999999993,0.6,0.8974965075600109,1,self_fulfilling
-0.5,0.43999999999999995,0.6,0.8974992942378006,1,self_fulfilling
-0.5,0.45999999999999996,0.6,0.8975013585795739,1,self_fulfilling
-0.5,0.48,0.6,0.8975028878377216,1,self_fulfilling
-0.5,0.5,0.6,0.8975040207159564,1,self_fulfilling
-0.5,0.52,0.6,0.8975048599595876,1,self_fulfilling
-0.5,0.54,0.6,0.8975054816793135,1,self_fulfilling
-0.5,0.56,0.6,0.897505942256637,1,self_fulfilling
-0.5,0.5800000000000001,0.6,0.8975062834585273,1,self_fulfilling
-0.5,0.6000000000000001,0.6,0.8975065362259066,1,self_fulfilling
-0.5,0.6199999999999999,0.6,0.8975067234799292,1,self_fulfilling
-0.5,0.6399999999999999,0.6,0.8975068622007604,1,self_fulfilling
-0.5,0.6599999999999999,0.6,0.8975069649674816,1,self_fulfilling
-0.5,0.6799999999999999,0.6,0.8975070410988324,1,self_fulfilling
-0.5,0.7,0.6,0.8975070974982647,1,self_fulfilling
-0.5,0.72,0.6,0.8975071392799591,1,self_fulfilling
-0.5,0.74,0.6,0.8975071702325814,1,self_fulfilling
-0.5,0.76,0.6,0.8975071931628383,1,self_fulfilling
-0.5,0.78,0.6,0.897507210149985,1,self_fulfilling
-0.5,0.8,0.6,0.8975072227343699,1,self_fulfilling
-0.48000000000000004,-0.8,0.6,-0.9222497331668619,0,neutral
-0.48000000000000004,-0.78,0.6,-0.9222497247421746,0,neutral
-0.48000000000000004,-0.76,0.6,-0.9222497133700343,0,neutral
-0.48000000000000004,-0.74,0.6,-0.9222496980192468,0,neutral
-0.48000000000000004,-0.7200000000000001,0.6,-0.9222496772978445,0,neutral
-0.48000000000000004,-0.7000000000000001,0.6,-0.9222496493268649,0,neutral
-0.48000000000000004,-0.68,0.6,-0.9222496115699697,0,neutral
-0.48000000000000004,-0.66,0.6,-0.9222495606034516,0,neutral
-0.48000000000000004,-0.64,0.6,-0.9222494918057749,0,neutral
-0.48000000000000004,-0.6200000000000001,0.6,-0.922249398938491,0,neutral
-0.48000000000000004,-0.6000000000000001,0.6,-0.9222492735805258,0,neutral
-0.48000000000000004,-0.5800000000000001,0.6,-0.9222491043645276,0,neutral
-0.48000000000000004,-0.56,0.6,-0.9222488759460112,0,neutral
-0.48000000000000004,-0.54,0.6,-0.9222485676117883,0,neutral
-0.48000000000000004,-0.52,0.6,-0.9222481514014307,0,neutral
-0.48000000000000004,-0.5,0.6,-0.9222475895713097,0,neutral
-0.48000000000000004,-0.48000000000000004,0.6,-0.9222468311710371,0,neutral
-0.48000000000000004,-0.46,0.6,-0.9222458074214677,0,neutral
-0.48000000000000004,-0.44000000000000006,0.6,-0.9222444254744259,0,neutral
-0.48000000000000004,-0.42000000000000004,0.6,-0.9222425599869778,0,neutral
-0.48000000000000004,-0.4,0.6,-0.9222400417438016,0,neutral
-0.48000000000000004,-0.38000000000000006,0.6,-0.9222366422915508,0,neutral
-0.48000000000000004,-0.36000000000000004,0.6,-0.9222320531838455,0,neutral
-0.48000000000000004,-0.34,0.6,-0.9222258579402027,0,neutral
-0.48000000000000004,-0.32000000000000006,0.6,-0.9222174941494531,0,neutral
-0.48000000000000004,-0.30000000000000004,0.6,-0.9222062022324534,0,neutral
-0.48000000000000004,-0.28,0.6,-0.9221909561289447,0,neutral
-0.48000000000000004,-0.26,0.6,-0.9221703694607843,0,neutral
-0.48000000000000004,-0.24,0.6,-0.9221425683655957,0,neutral
-0.48000000000000004,-0.22000000000000008,0.6,-0.922105018926586,0,neutral
-0.48000000000000004,-0.20000000000000007,0.6,-0.9220542925561936,0,neutral
-0.48000000000000004,-0.18000000000000005,0.6,-0.9219857462367319,0,neutral
-0.48000000000000004,-0.16000000000000003,0.6,-0.9218930852751427,0,neutral
-0.48000000000000004,-0.14,0.6,-0.9217677627556111,0,neutral
-0.48000000000000004,-0.12,0.6,0.8463440698678899,1,self_fulfilling
-0.48000000000000004,-0.09999999999999998,0.6,0.8644459573995429,1,self_fulfilling
-0.48000000000000004,-0.08000000000000007,0.6,0.8750513938395815,1,self_fulfilling
-0.48000000000000004,-0.06000000000000005,0.6,0.8818814180961747,1,self_fulfilling
-0.48000000000000004,-0.040000000000000036,0.6,0.8864993280123024,1,self_fulfilling
-0.48000000000000004,-0.020000000000000018,0.6,0.8897134019535163,1,self_fulfilling
-0.48000000000000004,0.0,0.6,0.8919925027184322,1,self_fulfilling
-0.48000000000000004,0.020000000000000018,0.6,0.8936290306406431,1,self_fulfilling
-0.48000000000000004,0.039999999999999925,0.6,0.8948144252377461,1,self_fulfilling
-0.48000000000000004,0.05999999999999994,0.6,0.8956783459867046,1,self_fulfilling
-0.48000000000000004,0.07999999999999996,0.6,0.8963107554005528,1,self_fulfilling
-0.48000000000000004,0.09999999999999998,0.6,0.8967751702878597,1,self_fulfilling
-0.48000000000000004,0.12,0.6,0.897117008610653,1,self_fulfilling
-0.48000000000000004,0.14,0.6,0.8973690498510848,1,self_fulfilling
-0.48000000000000004,0.15999999999999992,0.6,0.8975551140080159,1,self_fulfilling
-0.48000000000000004,0.17999999999999994,0.6,0.8976925977246609,1,self_fulfilling
-0.48000000000000004,0.19999999999999996,0.6,0.8977942536546641,1,self_fulfilling
-0.48000000000000004,0.21999999999999997,0.6,0.8978694558187914,1,self_fulfilling
-0.48000000000000004,0.24,0.6,0.8979251086995464,1,self_fulfilling
-0.48000000000000004,0.26,0.6,0.8979663054552269,1,self_fulfilling
-0.48000000000000004,0.28,0.6,0.8979968072718103,1,self_fulfilling
-0.48000000000000004,0.30000000000000004,0.6,0.898019393983657,1,self_fulfilling
-0.48000000000000004,0.32000000000000006,0.6,0.8980361213722614,1,self_fulfilling
-0.48000000000000004,0.3400000000000001,0.6,0.8980485104418372,1,self_fulfilling
-0.48000000000000004,0.3599999999999999,0.6,0.8980576869077985,1,self_fulfilling
-0.48000000000000004,0.3799999999999999,0.6,0.898064484132737,1,self_fulfilling
-0.48000000000000004,0.3999999999999999,0.6,0.8980695191644215,1,self_fulfilling
-0.48000000000000004,0.41999999999999993,0.6,0.8980732489462238,1,self_fulfilling
-0.48000000000000004,0.43999999999999995,0.6,0.8980760118930937,1,self_fulfilling
-0.48000000000000004,0.45999999999999996,0.6,0.8980780586557587,1,self_fulfilling
-0.48000000000000004,0.48,0.6,0.8980795748916353,1,self_fulfilling
-0.48000000000000004,0.5,0.6,0.8980806981230923,1,self_fulfilling
-0.48000000000000004,0.52,0.6,0.8980815302204116,1,self_fulfilling
-0.48000000000000004,0.54,0.6,0.8980821466461271,1,self_fulfilling
-0.48000000000000004,0.56,0.6,0.8980826033016104,1,self_fulfilling
-0.48000000000000004,0.5800000000000001,0.6,0.8980829415981626,1,self_fulfilling
-0.48000000000000004,0.6000000000000001,0.6,0.8980831922132323,1,self_fulfilling
-0.48000000000000004,0.6199999999999999,0.6,0.8980833778727946,1,self_fulfilling
-0.48000000000000004,0.6399999999999999,0.6,0.8980835154124257,1,self_fulfilling
-0.48000000000000004,0.6599999999999999,0.6,0.8980836173040955,1,self_fulfilling
-0.48000000000000004,0.6799999999999999,0.6,0.8980836927871939,1,self_fulfilling
-0.48000000000000004,0.7,0.6,0.8980837487063899,1,self_fulfilling
-0.48000000000000004,0.72,0.6,0.8980837901323168,1,self_fulfilling
-0.48000000000000004,0.74,0.6,0.8980838208213806,1,self_fulfilling
-0.48000000000000004,0.76,0.6,0.8980838435563885,1,self_fulfilling
-0.48000000000000004,0.78,0.6,0.8980838603988913,1,self_fulfilling
-0.48000000000000004,0.8,0.6,0.8980838728761213,1,self_fulfilling
-0.46,-0.8,0.6,-0.9218103717138147,0,neutral
-0.46,-0.78,0.6,-0.9218103632226676,0,neutral
-0.46,-0.76,0.6,-0.9218103517608159,0,neutral
-0.46,-0.74,0.6,-0.9218103362889307,0,neutral
-0.46,-0.7200000000000001,0.6,-0.9218103154040634,0,neutral
-0.46,-0.7000000000000001,0.6,-0.921810287212429,0,neutral
-0.46,-0.68,0.6,-0.9218102491576805,0,neutral
-0.46,-0.66,0.6,-0.9218101977891023,0,neutral
-0.46,-0.64,0.6,-0.9218101284487,0,neutral
-0.46,-0.6200000000000001,0.6,-0.9218100348488115,0,neutral
-0.46,-0.6000000000000001,0.6,-0.9218099085019303,0,neutral
-0.46,-0.5800000000000001,0.6,-0.921809737951029,0,neutral
-0.46,-0.56,0.6,-0.9218095077305715,0,neutral
-0.46,-0.54,0.6,-0.9218091969639625,0,neutral
-0.46,-0.52,0.6,-0.9218087774701912,0,neutral
-0.46,-0.5,0.6,-0.9218082112078598,0,neutral
-0.46,-0.48000000000000004,0.6,-0.9218074468246099,0,neutral
-0.46,-0.46,0.6,-0.9218064149986485,0,neutral
-0.46,-0.44000000000000006,0.6,-0.9218050221492221,0,neutral
-0.46,-0.42000000000000004,0.6,-0.9218031419443727,0,neutral
-0.46,-0.4,0.6,-0.9218006038334683,0,neutral
-0.46,-0.38000000000000006,0.6,-0.921797177560194,0,neutral
-0.46,-0.36000000000000004,0.6,-0.9217925522435282,0,neutral
-0.46,-0.34,0.6,-0.9217863081149446,0,neutral
-0.46,-0.32000000000000006,0.6,-0.9217778783219243,0,neutral
-0.46,-0.30000000000000004,0.6,-0.9217664972847412,0,neutral
-0.46,-0.28,0.6,-0.921751130833369,0,neutral
-0.46,-0.26,0.6,-0.9217303816246916,0,neutral
-0.46,-0.24,0.6,-0.9217023609624317,0,neutral
-0.46,-0.22000000000000008,0.6,-0.9216645148463328,0,neutral
-0.46,-0.20000000000000007,0.6,-0.921613387469676,0,neutral
-0.46,-0.18000000000000005,0.6,-0.9215442988726704,0,neutral
-0.46,-0.16000000000000003,0.6,-0.9214509041288238,0,neutral
-0.46,-0.14,0.6,-0.9213245878403827,0,neutral
-0.46,-0.12,0.6,0.8475591437387648,1,self_fulfilling
-0.46,-0.09999999999999998,0.6,0.8653782946857083,1,self_fulfilling
-0.46,-0.08000000000000007,0.6,0.875852096114429,1,self_fulfilling
-0.46,-0.06000000000000005,0.6,0.8826073715624633,1,self_fulfilling
-0.46,-0.040000000000000036,0.6,0.8871785279261165,1,self_fulfilling
-0.46,-0.020000000000000018,0.6,0.8903616873272251,1,self_fulfilling
-0.46,0.0,0.6,0.8926196211807719,1,self_fulfilling
-0.46,0.020000000000000018,0.6,0.8942413181520165,1,self_fulfilling
-0.46,0.039999999999999925,0.6,0.8954161559238898,1,self_fulfilling
-0.46,0.05999999999999994,0.6,0.8962724787601339,1,self_fulfilling
-0.46,0.07999999999999996,0.6,0.8968993767185642,1,self_fulfilling
-0.46,0.09999999999999998,0.6,0.8973597710019601,1,self_fulfilling
-0.46,0.12,0.6,0.8976986642622873,1,self_fulfilling
-0.46,0.14,0.6,0.8979485418164317,1,self_fulfilling
-0.46,0.15999999999999992,0.6,0.8981330128719286,1,self_fulfilling
-0.46,0.17999999999999994,0.6,0.8982693217185219,1,self_fulfilling
-0.46,0.19999999999999996,0.6,0.8983701101884071,1,self_fulfilling
-0.46,0.21999999999999997,0.6,0.8984446713087894,1,self_fulfilling
-0.46,0.24,0.6,0.8984998501602066,1,self_fulfilling
-0.46,0.26,0.6,0.8985406962211625,1,self_fulfilling
-0.46,0.28,0.6,0.8985709384967884,1,self_fulfilling
-0.46,0.30000000000000004,0.6,0.8985933330784925,1,self_fulfilling
-0.46,0.32000000000000006,0.6,0.8986099182117225,1,self_fulfilling
-0.46,0.3400000000000001,0.6,0.8986222019387724,1,self_fulfilling
-0.46,0.3599999999999999,0.6,0.8986313003885722,1,self_fulfilling
-0.46,0.3799999999999999,0.6,0.8986380398306086,1,self_fulfilling
-0.46,0.3999999999999999,0.6,0.8986430320627394,1,self_fulfilling
-0.46,0.41999999999999993,0.6,0.8986467301417334,1,self_fulfilling
-0.46,0.43999999999999995,0.6,0.8986494696047146,1,self_fulfilling
-0.46,0.45999999999999996,0.6,0.8986514989712554,1,self_fulfilling
-0.46,0.48,0.6,0.8986530023204073,1,self_fulfilling
-0.46,0.5,0.6,0.898654116005496,1,self_fulfilling
-0.46,0.52,0.6,0.8986549410308847,1,self_fulfilling
-0.46,0.54,0.6,0.8986555522176912,1,self_fulfilling
-0.46,0.56,0.6,0.8986560049921535,1,self_fulfilling
-0.46,0.5800000000000001,0.6,0.8986563404136064,1,self_fulfilling
-0.46,0.6000000000000001,0.6,0.8986565888987678,1,self_fulfilling
-0.46,0.6199999999999999,0.6,0.8986567729804646,1,self_fulfilling
-0.46,0.6399999999999999,0.6,0.8986569093511898,1,self_fulfilling
-0.46,0.6599999999999999,0.6,0.8986570103769154,1,self_fulfilling
-0.46,0.6799999999999999,0.6,0.8986570852185083,1,self_fulfilling
-0.46,0.7,0.6,0.898657140662466,1,self_fulfilling
-0.46,0.72,0.6,0.8986571817363285,1,self_fulfilling
-0.46,0.74,0.6,0.8986572121645767,1,self_fulfilling
-0.46,0.76,0.6,0.8986572347063678,1,self_fulfilling
-0.46,0.78,0.6,0.8986572514057322,1,self_fulfilling
-0.46,0.8,0.6,0.8986572637769227,1,self_fulfilling
-0.44000000000000006,-0.8,0.6,-0.9213685159687679,0,neutral
-0.44000000000000006,-0.78,0.6,-0.9213685074105284,0,neutral
-0.44000000000000006,-0.76,0.6,-0.9213684958581114,0,neutral
-0.44000000000000006,-0.74,0.6,-0.9213684802639758,0,neutral
-0.44000000000000006,-0.7200000000000001,0.6,-0.9213684592140876,0,neutral
-0.44000000000000006,-0.7000000000000001,0.6,-0.9213684307996981,0,neutral
-0.44000000000000006,-0.68,0.6,-0.9213683924442614,0,neutral
-0.44000000000000006,-0.66,0.6,-0.9213683406697961,0,neutral
-0.44000000000000006,-0.64,0.6,-0.9213682707815024,0,neutral
-0.44000000000000006,-0.6200000000000001,0.6,-0.9213681764420361,0,neutral
-0.44000000000000006,-0.6000000000000001,0.6,-0.9213680490968259,0,neutral
-0.44000000000000006,-0.5800000000000001,0.6,-0.9213678771983156,0,neutral
-0.44000000000000006,-0.56,0.6,-0.9213676451587649,0,neutral
-0.44000000000000006,-0.54,0.6,-0.9213673319366172,0,neutral
-0.44000000000000006,-0.52,0.6,-0.9213669091281786,0,neutral
-0.44000000000000006,-0.5,0.6,-0.9213663383914484,0,neutral
-0.44000000000000006,-0.48000000000000004,0.6,-0.9213655679682704,0,neutral
-0.44000000000000006,-0.46,0.6,-0.9213645279890381,0,neutral
-0.44000000000000006,-0.44000000000000006,0.6,-0.9213631241334452,0,neutral
-0.44000000000000006,-0.42000000000000004,0.6,-0.9213612290710922,0,neutral
-0.44000000000000006,-0.4,0.6,-0.9213586709033201,0,neutral
-0.44000000000000006,-0.38000000000000006,0.6,-0.921355217553673,0,neutral
-0.44000000000000006,-0.36000000000000004,0.6,-0.9213505556832918,0,neutral
-0.44000000000000006,-0.34,0.6,-0.9213442622042705,0,neutral
-0.44000000000000006,-0.32000000000000006,0.6,-0.9213357657803942,0,neutral
-0.44000000000000006,-0.30000000000000004,0.6,-0.9213242947741068,0,neutral
-0.44000000000000006,-0.28,0.6,-0.9213088068281816,0,neutral
-0.44000000000000006,-0.26,0.6,-0.9212878935297213,0,neutral
-0.44000000000000006,-0.24,0.6,-0.921259651206552,0,neutral
-0.44000000000000006,-0.22000000000000008,0.6,-0.9212215055823235,0,neutral
-0.44000000000000006,-0.20000000000000007,0.6,-0.921169973369395,0,neutral
-0.44000000000000006,-0.18000000000000005,0.6,-0.9211003373093253,0,neutral
-0.44000000000000006,-0.16000000000000003,0.6,-0.9210062017550222,0,neutral
-0.44000000000000006,-0.14,0.6,-0.9208788821583507,0,neutral
-0.44000000000000006,-0.12,0.6,0.848758339648686,1,self_fulfilling
-0.44000000000000006,-0.09999999999999998,0.6,0.8663019560478625,1,self_fulfilling
-0.44000000000000006,-0.08000000000000007,0.6,0.876646543184431,1,self_fulfilling
-0.44000000000000006,-0.06000000000000005,0.6,0.8833282134231963,1,self_fulfilling
-0.44000000000000006,-0.040000000000000036,0.6,0.8878532528935678,1,self_fulfilling
-0.44000000000000006,-0.020000000000000018,0.6,0.8910058871579674,1,self_fulfilling
-0.44000000000000006,0.0,0.6,0.8932429067284526,1,self_fulfilling
-0.44000000000000006,0.020000000000000018,0.6,0.8948499431465586,1,self_fulfilling
-0.44000000000000006,0.039999999999999925,0.6,0.8960143421240407,1,self_fulfilling
-0.44000000000000006,0.05999999999999994,0.6,0.8968631503397396,1,self_fulfilling
-0.44000000000000006,0.07999999999999996,0.6,0.8974845964025279,1,self_fulfilling
-0.44000000000000006,0.09999999999999998,0.6,0.897941013077989,1,self_fulfilling
-0.44000000000000006,0.12,0.6,0.8982769925288957,1,self_fulfilling
-0.44000000000000006,0.14,0.6,0.8985247292283435,1,self_fulfilling
-0.44000000000000006,0.15999999999999992,0.6,0.8987076239231716,1,self_fulfilling
-0.44000000000000006,0.17999999999999994,0.6,0.8988427702076706,1,self_fulfilling
-0.44000000000000006,0.19999999999999996,0.6,0.89894270028434,1,self_fulfilling
-0.44000000000000006,0.21999999999999997,0.6,0.8990166270500761,1,self_fulfilling
-0.44000000000000006,0.24,0.6,0.8990713368123678,1,self_fulfilling
-0.44000000000000006,0.26,0.6,0.8991118358300911,1,self_fulfilling
-0.44000000000000006,0.28,0.6,0.8991418212653051,1,self_fulfilling
-0.44000000000000006,0.30000000000000004,0.6,0.8991640257149901,1,self_fulfilling
