timestamp,sim_time,kinetic_entropy,energetic_entropy,active_nodes
1770950723.970757,0.0,0.5679809991051609,4.605166916861369,100
1770950724.1584609,0.1,0.5909478515329001,4.6051637768004845,100
1770950724.535638,0.2,0.6707701930728953,4.605157790574113,100
1770950724.783953,0.30000000000000004,0.6187604312718827,4.60515669190937,100
1770950725.024232,0.4,0.42813728454401995,4.605155145276443,100
1770950725.2670772,0.5,0.45763766892134594,4.605149446643083,100
1770950725.517208,0.6,0.7521119216452788,4.605145946743428,100
1770950725.7545972,0.7,0.3510545926815544,4.605141638507522,100
1770950725.990575,0.7999999999999999,0.40016043009333596,4.605138783757308,100
1770950726.2264519,0.8999999999999999,0.46289912607525063,4.6051335688792765,100
1770950726.465046,0.9999999999999999,0.18215206526409394,4.605133182550297,100
1770950726.702569,1.0999999999999999,0.5727317177992003,4.6051287998944055,100
1770950726.943537,1.2,0.38622169186160626,4.605128554265659,100
1770950727.1882932,1.3,0.026579779302248304,4.605122331052871,100
1770950727.436037,1.4000000000000001,1.071194246720737,4.605117948834933,100
1770950727.677572,1.5000000000000002,1.0041709960784146,4.605107778521863,100
1770950727.9192882,1.6000000000000003,1.002093063294241,4.60510226622176,100
1770950728.156467,1.7000000000000004,0.4207828069350212,4.6050954029603455,100
1770950728.4022558,1.8000000000000005,0.27849918628305415,4.6050846031299155,100
1770950728.6476018,1.9000000000000006,0.5226684070624948,4.6050873565041615,100
1770950728.8932228,2.0000000000000004,0.44132992030404833,4.605084677220124,100
1770950729.134133,2.1000000000000005,0.2604781772069452,4.605083703215681,100
1770950729.380333,2.2000000000000006,0.991969339095596,4.605080078812766,100
1770950729.629258,2.3000000000000007,1.148021226109109,4.60507580415399,100
1770950729.867854,2.400000000000001,0.43715627370257626,4.605072881727894,100
1770950730.107771,2.500000000000001,0.5730949714164821,4.605058138704266,100
1770950730.3605828,2.600000000000001,0.3378516152005743,4.605058298762672,100
1770950730.603543,2.700000000000001,0.6150828924327644,4.605054996473949,100
1770950730.8482518,2.800000000000001,0.020245541900922093,4.605054798086482,100
1770950731.094076,2.9000000000000012,0.10379432835859026,4.6050466612288155,100
1770950731.340329,3.0000000000000013,0.3053942601943601,4.605044692452337,100
1770950731.59442,3.1000000000000014,0.46194156840150574,4.60504623838828,100
1770950731.83504,3.2000000000000015,0.535113508357637,4.605044029568239,100
1770950732.075676,3.3000000000000016,0.28618492015565056,4.6050390363043725,100
1770950732.317178,3.4000000000000017,0.4110534355105376,4.605030980451003,100
1770950732.5648682,3.5000000000000018,0.09856591627113667,4.605029822076217,100
1770950732.812144,3.600000000000002,0.9372413521608481,4.605025095839791,100
1770950733.074433,3.700000000000002,0.5053165926155526,4.605016927153155,100
1770950733.320843,3.800000000000002,0.4805590238365466,4.605016432391599,100
1770950733.566616,3.900000000000002,0.3466919598771645,4.605009942887851,100
1770950733.812875,4.000000000000002,0.5858899138137852,4.605012597415037,100
1770950734.048928,4.100000000000001,0.7379300363065799,4.605012651076159,100
1770950734.2876139,4.200000000000001,0.15285061992952229,4.605010201931175,100
1770950734.532114,4.300000000000001,0.5247369983388737,4.604997645597761,100
1770950734.776263,4.4,0.1664385338169582,4.604989176035669,100
1770950735.018444,4.5,0.8974244774385239,4.604983023906514,100
1770950735.2706509,4.6,0.6102257134101055,4.60497740559034,100
1770950735.5160398,4.699999999999999,0.15721431507230035,4.604972342183975,100
1770950735.763267,4.799999999999999,0.8097056102118925,4.604964557674929,100
1770950736.002862,4.899999999999999,1.0175215931311334,4.604961115475834,100
1770950736.2468622,4.999999999999998,1.0214853891689493,4.604949745827767,100
1770950736.490845,5.099999999999998,0.5999803496673309,4.6049451990869175,100
